skyscrapper_hotel_id,name_of_hotel,source,booking_platform,latitude_and_longitude,latitude,longitude,exact_location,region,area_type,checkin_date,checkin_time,checkout_date,checkout_time,day_of_week,room_type,price,current_season,price_for_x_adults,has_balcony,is_a_resort,is_there_nearby_ShoppingMall,nearest_ShoppingMall_name,ShoppingMall_latitude,ShoppingMall_longtitude,distance_from_nearest_ShoppingMall_in_meters,is_near_an_airport,rating_10_star_system,rating,num_of_reviews,length_of_stay_days,City,SecondLevelNationAdministrativeDivision,FirstLevelNationAdministrativeDivision,Nation,amenities,stars,description
222251142,CHATEAU Elysee A11 Near Sm Mall and Airport,www.skyscanner.com.ph/hotel_deeplink/4.0/PH/en-US/PHP/h_bc/222251142/2026-03-22/2026-03-25/hotel/hotel/hotels?legacy_provider_id=13&rooms=1&closed_user_group=apps&hb_data=LGEOtvXkQM4x3Iz1BWn-9EMwRHI6-LbMUpOKnZEhTY_HhCgBPEnXjI7yaOwcq1l4Le7aaqmPsy69swH3F6UixPt2VUNh95wLWaB1S5ykKAishA84b5Q984m2jfqI02pvEe1bcmI7JxzR8BVMA4t4iY49NmWZLhn8aKC-goLWspQHnsDY1yQsXnPg0eJaoztZhmKlvuu0GCPysCysoFw8gZ2seRMR5N_7eloiNmrbVqhxkaXKHJ-LumVCKDVYobHzXXQE7M_057Wu0yACntQV4RhlX7fJWSkLH3PcQJcNdU4EbmXMxeYRfi8XlyR9yv0q5606yFI0QAaiEEhhRf3Q0pmlu2y-YIhWtLiaPQdzELpa2c2xbQz-9UifVxGEsv8RJH_GY8EliBdsLSUUCa5AXsG6uiEC81TrS7lVSzI2zS6X1KgKgng%3D&q_datetime_utc=2026-03-12T10%3A36%3A20&ticket_price=3388&quote_id=-1631272795083381486&utid_state=1&channel=iphone&price_without_closed_user_group=3958&tm_place_name=Metro+Manila&deeplink_data=eyJmaWVsZHMiOnsic2lnbmF0dXJlIjoiOWY3YzA0N2FhN2M5MTFmYzU0NTZjNDM1MjExNDAxYzciLCJibG9ja19pZCI6Ijk1NjEzNzUwMV8zNjgyNjYzODJfM18wXzAifX0%3D&utid=28065b1f-bf91-c768-25f1-ff4d8496d72e&tm_stars=0&client_id=skyscanner_app&price_policy=2&pre_redirect_id=be28f530-0668-bfdd-4d8a-caa76fea0dcc&tm_city_code&max_price=3388&guests=1&request_id=be28f530-0668-bfdd-4d8a-caa76fea0dcc&tm_country_code=PH,Booking.com,"14.48807, 121.02269",14.48807,121.02269,"Taipei Street, Don Bosco, Parañaque District 2, Parañaque, Southern Manila District, Metro Manila, 1711, Philippines",NCR,,2026-03-22,14:00:00,2026-03-25,12:00:00,Sunday,Room,1129.0,,1,False,False,False,N/A,0.0,0.0,0.0,False,0.0,0.0,0,3,Parañaque,Metro Manila,Metro Manila,Philippines,"air_conditioning, wifi, non-smoking, non-refundable, internet_access, meals_not_included",0,"CHATEAU ELYSEE A11 Near Sm Mall and Airport is located in Manila, just 5.8 miles from Mall of Asia Arena and 6 miles from SMX Convention Center. The property is around 6.1 miles from SM Mall of Asia, 6.5 miles from SM by the Bay Amusement Park, and..."
